company,funding_date,funding_amount_usd,investor
Stafford and Sons,2016-02-07,748325000,Accel
"Campbell, Mcdowell and Bush",2016-02-07,179029000,Andreessen Horowitz
Henry Group,2016-02-06,745649000,Sequoia
Jennings-Holden,2016-02-06,1612503000,SoftBank
Johnson Group,2016-02-06,1226850000,Y Combinator
"Brooks, Bond and Lopez",2016-02-06,1725618000,Tiger Global
"Morris, Jones and Strong",2016-02-06,1441057000,Index Ventures
Beasley-Jones,2016-02-06,231544000,SoftBank
"Weaver, Velasquez and Lewis",2016-02-06,935705000,Index Ventures
"Nelson, Tran and Brooks",2016-02-06,8014171000,Y Combinator
"Mays, Martinez and Garcia",2016-02-06,318827000,Accel
Gates-Snow,2016-02-06,137536000,Tiger Global
Williams-Anderson,2016-02-06,460194000,SoftBank
"Norton, Silva and Palmer",2016-02-05,1634812000,Tiger Global
Gonzalez PLC,2016-02-05,171279000,Andreessen Horowitz
"Phelps, Delgado and Diaz",2016-02-05,2121672000,SoftBank
Jimenez-Myers,2016-02-05,143239000,Sequoia
"Stone, Bell and Woods",2016-02-05,1746601000,Andreessen Horowitz
"Parks, Bean and Sparks",2016-02-05,115668000,Sequoia
Harris PLC,2016-02-05,523256000,Tiger Global
Nguyen-Duran,2016-02-05,664674000,Index Ventures
"Williams, Williams and Martin",2016-02-05,2992065000,Y Combinator
Park PLC,2016-02-05,185731000,Index Ventures
Wilson Group,2016-02-05,972642000,Accel
Gonzalez and Sons,2016-02-05,171186000,Sequoia
"Harrell, Martin and Freeman",2016-02-05,1711670000,Index Ventures
Gutierrez Ltd,2016-02-05,225468000,Andreessen Horowitz
King and Sons,2016-02-05,110394000,Index Ventures
Anderson-Knight,2016-02-05,293141000,Index Ventures
Kelly Inc,2016-02-05,155404000,Andreessen Horowitz
"Wood, Russell and Shea",2016-02-05,1449193000,Index Ventures
Knight-Bond,2016-02-04,825436000,Andreessen Horowitz
"Mcgrath, Monroe and Mccullough",2016-02-04,743489000,Tiger Global
"Johnson, Jefferson and Beltran",2016-02-04,1714238000,Y Combinator
Moore-Cruz,2016-02-04,778012000,Accel
Lopez PLC,2016-02-04,351234000,Index Ventures
Walker-Underwood,2016-02-04,511567000,Accel
Sanders PLC,2016-02-04,1165583000,Accel
Lam-Smith,2016-02-04,490464000,Tiger Global
Zamora-Ramirez,2016-02-04,273381000,Index Ventures
Larsen LLC,2016-02-04,864329000,Index Ventures
Mathis-Morrison,2016-02-03,423628000,Index Ventures
Lopez-Hopkins,2016-02-03,1463026000,Tiger Global
"Ellis, Barnett and Ross",2016-02-03,351402000,Y Combinator
Ingram and Sons,2016-02-03,456785000,Tiger Global
Coleman-Perez,2016-02-03,446821000,SoftBank
Reed-Kelly,2016-02-03,262441000,Tiger Global
"Archer, Welch and Whitaker",2016-02-03,94450000,Accel
Gutierrez-Brown,2016-02-03,2407755000,Index Ventures
"Perkins, Moore and Gonzalez",2016-02-02,149451000,Index Ventures
Howard-Love,2016-02-02,36411000,Y Combinator
Bell-Taylor,2016-02-02,293352000,Accel
"Turner, Garcia and Ray",2016-02-02,602695000,Accel
Taylor LLC,2016-02-02,45249000,Index Ventures
Harvey and Sons,2016-02-02,1055548000,Tiger Global
Morris-Davila,2016-02-02,737649000,Tiger Global
"Martin, Thomas and Jackson",2016-02-02,1687472000,Y Combinator
King PLC,2016-02-02,566414000,Accel
Maldonado-Smith,2016-02-02,164888000,Accel
Graves-Williams,2016-02-02,843895000,Accel
Kelly Ltd,2016-02-02,290057000,Sequoia
Walls-Perez,2016-02-02,132599000,Sequoia
Baker-Miller,2016-02-02,1783481000,Y Combinator
Gutierrez PLC,2016-02-02,129387000,Andreessen Horowitz
Burns-Trujillo,2016-02-02,3975999000,Andreessen Horowitz
Miller Ltd,2016-02-01,1760757000,Sequoia
"Bell, Williams and Hardin",2016-02-01,876714000,Y Combinator
Jackson Ltd,2016-02-01,497531000,Sequoia
"Cooper, Shaw and Davis",2016-02-01,252963000,Tiger Global
Hanson Group,2016-02-01,1479227000,Accel
"Hanson, Parks and Diaz",2016-02-01,2704167000,SoftBank
Walker-Payne,2016-02-01,62677000,Tiger Global
Martinez Inc,2016-02-01,363676000,SoftBank
"Douglas, Pierce and Russo",2016-02-01,102123000,Accel
"Nguyen, Hernandez and Bell",2016-02-01,49180000,Y Combinator
"Schneider, Miller and Shaw",2016-02-01,178377000,Y Combinator
"Knight, Miller and Santana",2016-02-01,633968000,Y Combinator
"Reyes, Wright and Patterson",2016-01-31,586792000,Y Combinator
Mata-Allen,2016-01-31,665855000,Y Combinator
"Brown, Moore and Webb",2016-01-31,904413000,Accel
White-Gardner,2016-01-31,382230000,Y Combinator
Lopez-Stewart,2016-01-31,75058000,Accel
"Wright, King and Ibarra",2016-01-31,226703000,Accel
"Irwin, White and Alvarez",2016-01-31,543872000,Sequoia
"Garcia, Duran and Vance",2016-01-31,267248000,Andreessen Horowitz
"Harding, Pineda and Davis",2016-01-31,459270000,Index Ventures
Mendez LLC,2016-01-31,282614000,Andreessen Horowitz
"Nguyen, Moore and Reynolds",2016-01-31,393508000,Index Ventures
"Daniels, Ross and Kane",2016-01-31,339613000,SoftBank
Moore PLC,2016-01-30,962651000,Sequoia
Hinton Ltd,2016-01-30,162754000,Y Combinator
Oconnell-Jackson,2016-01-30,941086000,Accel
Bowen and Sons,2016-01-30,21330000,Y Combinator
"Banks, Griffin and Gibbs",2016-01-30,8947246000,Accel
"Smith, Ibarra and Hanson",2016-01-30,253133000,Tiger Global
Douglas LLC,2016-01-30,556754000,SoftBank
Webster-Rodriguez,2016-01-30,849916000,Sequoia
Morrison-Miller,2016-01-30,514260000,Y Combinator
"Johnson, Odonnell and Lopez",2016-01-30,677725000,Andreessen Horowitz
Ballard-Clark,2016-01-30,1467897000,Index Ventures
Brown LLC,2016-01-30,974319000,Accel
Gonzalez-Williams,2016-01-29,7292612000,Index Ventures
"Smith, Dixon and Taylor",2016-01-29,2094419000,SoftBank
Washington and Sons,2016-01-29,761153000,Tiger Global
Torres Group,2016-01-29,279000000,Sequoia
Brown Inc,2016-01-29,720228000,Y Combinator
"Baker, Russell and Fischer",2016-01-29,1153857000,Sequoia
"Juarez, Jones and Morris",2016-01-29,3512606000,Sequoia
Mueller Inc,2016-01-29,373995000,Andreessen Horowitz
Torres LLC,2016-01-29,197693000,Y Combinator
Chavez and Sons,2016-01-29,3051035000,Accel
"Fuentes, Clark and Hernandez",2016-01-29,88397000,Sequoia
Warren-Black,2016-01-29,162756000,Accel
Thomas-Mcneil,2016-01-29,258681000,Andreessen Horowitz
Burnett Inc,2016-01-29,580690000,Y Combinator
Lopez Inc,2016-01-29,256166000,Tiger Global
Morgan-Miller,2016-01-29,3698991000,Y Combinator
"Leon, Miller and Valencia",2016-01-29,83196000,Y Combinator
"Spencer, Rojas and Stevenson",2016-01-29,700429000,Accel
Jones-Horton,2016-01-28,90787000,SoftBank
Gomez-Reynolds,2016-01-28,561848000,Y Combinator
Henson Ltd,2016-01-28,4053745000,Andreessen Horowitz
Charles-Bell,2016-01-28,287220000,Accel
Butler-Miller,2016-01-28,52713000,Tiger Global
Cameron-Miller,2016-01-28,582706000,Y Combinator
Howard-Peters,2016-01-28,512217000,SoftBank
"Chavez, Johnson and Thompson",2016-01-28,391294000,Index Ventures
"Arnold, Smith and Elliott",2016-01-28,835807000,Andreessen Horowitz
Perez-Lynn,2016-01-28,982866000,Andreessen Horowitz
Taylor-Sandoval,2016-01-28,444920000,SoftBank
Hansen and Sons,2016-01-28,715487000,Tiger Global
"Spencer, Ball and Johnson",2016-01-28,1202716000,Tiger Global
"Page, Martin and Davidson",2016-01-28,615058000,Andreessen Horowitz
"Williams, Wilson and Howard",2016-01-28,748025000,Y Combinator
Booker-Garner,2016-01-28,1237673000,Y Combinator
"Blake, Moore and Brown",2016-01-28,871460000,Sequoia
Velazquez and Sons,2016-01-28,769017000,Y Combinator
Hampton Group,2016-01-28,161804000,Y Combinator
"Gregory, Butler and Moore",2016-01-27,3028755000,Sequoia
Church-Hogan,2016-01-27,166921000,Y Combinator
Griffith Group,2016-01-27,897896000,Andreessen Horowitz
"Murphy, Soto and Holland",2016-01-27,369402000,Y Combinator
"Moore, Lane and Brown",2016-01-27,724032000,Andreessen Horowitz
Trevino Group,2016-01-27,457945000,Tiger Global
"Hardy, Mckee and Travis",2016-01-27,156872000,Y Combinator
Payne-Moore,2016-01-27,522609000,SoftBank
Cobb Inc,2016-01-27,902564000,Andreessen Horowitz
Davis Group,2016-01-27,294483000,Tiger Global
Moore-Heath,2016-01-27,712638000,Sequoia
Hebert and Sons,2016-01-27,207777000,Sequoia
Coleman-Ramos,2016-01-27,778938000,Index Ventures
Schroeder Inc,2016-01-27,1678513000,Sequoia
Hoffman-Rodgers,2016-01-27,295494000,Index Ventures
"Jimenez, Gordon and Mcdowell",2016-01-26,22175000,Andreessen Horowitz
"Booth, Daniel and Holmes",2016-01-26,96363000,SoftBank
"Liu, Davis and Moore",2016-01-26,166290000,SoftBank
Yang LLC,2016-01-26,862663000,Tiger Global
Pearson Group,2016-01-26,1984131000,Y Combinator
"Blackburn, Watkins and Morales",2016-01-26,1175991000,SoftBank
"Lewis, Bauer and Fisher",2016-01-26,1042996000,Index Ventures
Ellis Group,2016-01-26,234280000,Andreessen Horowitz
Garcia-Owens,2016-01-26,578483000,Sequoia
"Simpson, Gonzales and Hayes",2016-01-26,132516000,Tiger Global
Williams-Jennings,2016-01-26,1105339000,Andreessen Horowitz
Garrison-Thomas,2016-01-26,801447000,Accel
Campbell-Brown,2016-01-26,418252000,Andreessen Horowitz
"Benton, Coleman and Wilson",2016-01-26,48996000,Accel
Randolph-Obrien,2016-01-26,196376000,Index Ventures
Hopkins Ltd,2016-01-26,213493000,Accel
Gallegos-Cantrell,2016-01-26,65558000,Sequoia
Stephenson LLC,2016-01-26,1071893000,SoftBank
Rojas-Johnson,2016-01-25,2281953000,Accel
"Payne, Brown and Williams",2016-01-25,275004000,Sequoia
Sanchez-Robinson,2016-01-25,1388538000,SoftBank
Jones LLC,2016-01-25,6775000000,SoftBank
White LLC,2016-01-25,294834000,Y Combinator
Curtis and Sons,2016-01-25,4103175000,Sequoia
Mccall-Guerra,2016-01-25,257236000,Y Combinator
Bradley PLC,2016-01-25,426091000,Tiger Global
Gonzalez Inc,2016-01-25,858688000,Accel
Pham and Sons,2016-01-25,170703000,Y Combinator
Curtis-Wells,2016-01-25,738478000,Tiger Global
Morgan-Carey,2016-01-24,923928000,Tiger Global
"Terry, Fitzgerald and Carlson",2016-01-24,126785000,Tiger Global
Lewis-French,2016-01-24,305367000,Accel
Shea-Davis,2016-01-24,4103194000,SoftBank
"Rivera, Powell and Fitzgerald",2016-01-24,788785000,Y Combinator
"Hardin, Owen and Reyes",2016-01-24,473181000,Tiger Global
"Stephens, Medina and Barnett",2016-01-24,14727000,Accel
Harvey-Collins,2016-01-24,444639000,SoftBank
Griffith-Goodwin,2016-01-24,641238000,SoftBank
Barnes-Reyes,2016-01-24,561605000,Index Ventures
Jimenez PLC,2016-01-23,61654000,Sequoia
Moore-Graham,2016-01-23,861267000,Accel
"Lewis, Cuevas and Smith",2016-01-23,108421000,Tiger Global
"Johnson, Goodman and Williams",2016-01-23,843372000,Sequoia
Williams and Sons,2016-01-23,928945000,Y Combinator
Lewis PLC,2016-01-23,710563000,Y Combinator
"Bishop, Henson and Sloan",2016-01-23,39508000,Y Combinator
Bass Inc,2016-01-23,574355000,Sequoia
Clark PLC,2016-01-23,250621000,Sequoia
Gonzalez-Hoffman,2016-01-23,1123885000,Tiger Global
Wilson PLC,2016-01-23,1570246000,Andreessen Horowitz
Salinas-Vaughn,2016-01-23,1261269000,Y Combinator
"Marshall, Martin and Gonzalez",2016-01-23,273239000,Y Combinator
Orr-Bond,2016-01-23,2872698000,Sequoia
"Wilson, Gomez and Johnson",2016-01-23,120684000,Tiger Global
Williams PLC,2016-01-23,434538000,Andreessen Horowitz
Nguyen Group,2016-01-23,610570000,Tiger Global
Perry-Smith,2016-01-23,1165763000,Sequoia
"Matthews, Foster and Bryant",2016-01-22,1056442000,Index Ventures
Lewis-Charles,2016-01-22,622230000,Andreessen Horowitz
"Buchanan, Barry and Phillips",2016-01-22,434291000,Andreessen Horowitz
Johnson-Peterson,2016-01-22,90030000,Andreessen Horowitz
Ward-Black,2016-01-22,1737537000,Accel
Salazar-Jones,2016-01-22,187583000,Andreessen Horowitz
Richards PLC,2016-01-22,320973000,Index Ventures
Wagner PLC,2016-01-22,33730000,Index Ventures
Singh-Johnson,2016-01-22,80502000,Index Ventures
Barton-Robinson,2016-01-22,226712000,Andreessen Horowitz
Dennis-Hudson,2016-01-22,2958132000,SoftBank
Harvey-Lopez,2016-01-21,1962720000,Sequoia
Blackburn Inc,2016-01-21,105887000,SoftBank
Williams-Moody,2016-01-21,90185000,Accel
Day Group,2016-01-21,607187000,SoftBank
Merritt-Pham,2016-01-21,435916000,Accel
Hickman Ltd,2016-01-21,353479000,Accel
"Gibbs, Lopez and Nelson",2016-01-21,200484000,Tiger Global
Adams Group,2016-01-21,255321000,Accel
"Gray, Carr and Li",2016-01-21,441511000,Index Ventures
Hendricks-Sosa,2016-01-21,158342000,Andreessen Horowitz
Banks-Douglas,2016-01-21,67556000,Sequoia
Sanchez Inc,2016-01-20,499451000,Tiger Global
Velez-Harrington,2016-01-20,1519605000,Andreessen Horowitz
Mccarthy LLC,2016-01-20,83463000,Accel
Sullivan LLC,2016-01-20,509300000,Tiger Global
Walker-Mcmahon,2016-01-20,118568000,Y Combinator
Huang-Gutierrez,2016-01-20,529990000,SoftBank
Snyder LLC,2016-01-20,117108000,Sequoia
Cooper and Sons,2016-01-20,172263000,Andreessen Horowitz
Rollins-Gonzalez,2016-01-20,867701000,SoftBank
Fitzgerald-Mercado,2016-01-20,439837000,Index Ventures
Sullivan Group,2016-01-20,789914000,Accel
Bell Inc,2016-01-20,662157000,Andreessen Horowitz
"Garza, Bryant and Jarvis",2016-01-20,701587000,Andreessen Horowitz
Watts Inc,2016-01-20,462478000,Andreessen Horowitz
"Martin, Chen and Spence",2016-01-20,311461000,Index Ventures
Gonzalez-Buchanan,2016-01-20,179665000,Andreessen Horowitz
Ross-Barnes,2016-01-20,485330000,Y Combinator
"Hanson, Foster and Jones",2016-01-20,280321000,Index Ventures
Gutierrez-Fox,2016-01-20,216370000,Accel
"Duarte, Lynn and Price",2016-01-19,1018488000,Sequoia
"Ellis, Willis and Moore",2016-01-19,53754000,Andreessen Horowitz
Stephens-Butler,2016-01-19,1056861000,SoftBank
"Taylor, Pierce and Allen",2016-01-19,126193000,Andreessen Horowitz
Patel-Barker,2016-01-19,609141000,SoftBank
"Patterson, Miller and Ibarra",2016-01-19,4272337000,Tiger Global
Mills-Cuevas,2016-01-19,246538000,Sequoia
Spence Group,2016-01-19,29123000,Andreessen Horowitz
White-Garcia,2016-01-19,340115000,Y Combinator
"Jones, Henderson and Taylor",2016-01-19,29639000,Andreessen Horowitz
"Stephens, Burns and Navarro",2016-01-19,644754000,Sequoia
Lucas-Scott,2016-01-19,164695000,Andreessen Horowitz
Anderson-Baker,2016-01-19,84142000,Andreessen Horowitz
"Yates, Ball and Moore",2016-01-19,222915000,Andreessen Horowitz
Berry Ltd,2016-01-19,378631000,Y Combinator
Spears Group,2016-01-18,188802000,SoftBank
"Garcia, Lowe and Bauer",2016-01-18,1738583000,Tiger Global
"Hill, Martinez and Bentley",2016-01-18,1292177000,Y Combinator
Lowery and Sons,2016-01-18,275591000,Accel
"Brown, Lawrence and Snyder",2016-01-18,295607000,Sequoia
Brown-Hall,2016-01-18,1293313000,Tiger Global
Hines-Hanson,2016-01-18,1148391000,Y Combinator
Green-Summers,2016-01-18,52191000,Index Ventures
"Reynolds, Pham and Harris",2016-01-18,1488667000,Index Ventures
Chandler-Vaughn,2016-01-18,341791000,SoftBank
Martin-Baker,2016-01-18,225034000,Y Combinator
Page-Hodge,2016-01-18,265455000,Y Combinator
Baldwin and Sons,2016-01-18,1383096000,Index Ventures
Chavez-Hill,2016-01-18,741489000,SoftBank
"Davis, Mendez and Patrick",2016-01-17,1174772000,Y Combinator
Proctor and Sons,2016-01-17,1918789000,Andreessen Horowitz
Fowler Inc,2016-01-17,5367906000,Accel
Erickson and Sons,2016-01-17,20912000,Tiger Global
"Yang, Christian and Mack",2016-01-17,2730781000,Sequoia
Le-Silva,2016-01-17,1014055000,Andreessen Horowitz
Martinez PLC,2016-01-17,678910000,SoftBank
"Howard, Taylor and White",2016-01-17,2736058000,Accel
Higgins Group,2016-01-17,2086702000,Tiger Global
"Richardson, Graves and Gardner",2016-01-17,62451000,SoftBank
Thomas-Young,2016-01-17,63204000,Y Combinator
Baker and Sons,2016-01-17,2792166000,SoftBank
"Duffy, Green and Morales",2016-01-17,178913000,Y Combinator
"Wade, Wade and Johnson",2016-01-17,401793000,SoftBank
Thomas LLC,2016-01-17,376796000,Accel
Alvarez-Parker,2016-01-17,422597000,Tiger Global
Nichols Group,2016-01-17,155695000,Tiger Global
Robinson PLC,2016-01-16,982916000,Sequoia
Grant-Welch,2016-01-16,2930986000,Andreessen Horowitz
"Aguirre, Morales and Mills",2016-01-16,1759785000,Sequoia
Berger-Douglas,2016-01-16,396446000,SoftBank
Williams-Lloyd,2016-01-16,1403121000,Accel
Robinson-Flores,2016-01-16,154080000,Accel
Cooper Inc,2016-01-16,137524000,Accel
"Matthews, Martin and Reed",2016-01-16,647465000,Accel
Chang-Cortez,2016-01-16,625286000,Y Combinator
Banks-Rose,2016-01-15,706609000,Sequoia
Warren PLC,2016-01-15,119222000,Y Combinator
Shaffer Ltd,2016-01-15,235912000,Sequoia
Baker Inc,2016-01-15,271417000,SoftBank
Manning-Mcdonald,2016-01-15,600052000,Sequoia
Wilson-Vincent,2016-01-15,228319000,Accel
"Newman, Baker and Vega",2016-01-15,1009275000,Tiger Global
Chapman LLC,2016-01-15,63771000,Tiger Global
Foster LLC,2016-01-15,402056000,Accel
"Johnson, Smith and Cuevas",2016-01-15,532361000,Sequoia
"Paul, Drake and Johns",2016-01-15,1597961000,Tiger Global
Mcintyre-Carter,2016-01-15,323584000,Tiger Global
"Molina, Frazier and French",2016-01-15,210452000,Tiger Global
Martinez Inc,2016-01-15,96782000,Y Combinator
Miller-Miller,2016-01-14,526446000,Y Combinator
King and Sons,2016-01-14,555330000,Accel
"Stark, Logan and Terry",2016-01-14,633579000,Y Combinator
Dixon-Lopez,2016-01-14,439153000,SoftBank
Terry and Sons,2016-01-14,2168562000,Accel
Lucas Inc,2016-01-14,684433000,Andreessen Horowitz
Orr-Mills,2016-01-14,646900000,Tiger Global
"Anthony, Lynch and Wood",2016-01-14,841183000,Index Ventures
Carlson Group,2016-01-14,107650000,Tiger Global
Hale-Rice,2016-01-14,218042000,Sequoia
"Mcmillan, Hartman and English",2016-01-14,489082000,Sequoia
Olson-Chung,2016-01-14,1119569000,Tiger Global
Williams Group,2016-01-14,996694000,Accel
Maynard-Dodson,2016-01-14,539748000,Y Combinator
"Mayer, Williams and Gray",2016-01-13,340530000,Tiger Global
"Scott, Moon and Thompson",2016-01-13,81187000,SoftBank
White-Gibson,2016-01-13,936762000,Sequoia
Munoz-Jackson,2016-01-13,118234000,Andreessen Horowitz
Molina-Thompson,2016-01-13,4543159000,Index Ventures
"King, Mann and Cross",2016-01-13,5424135000,Andreessen Horowitz
Patel LLC,2016-01-13,200204000,Index Ventures
"Schneider, Lambert and Brown",2016-01-13,789207000,Accel
"Kline, King and Garner",2016-01-13,140780000,Sequoia
Lane PLC,2016-01-13,379139000,Index Ventures
"Lopez, Best and Lee",2016-01-12,1093818000,Y Combinator
Bradley-Freeman,2016-01-12,508907000,Y Combinator
"Williams, Sellers and Castillo",2016-01-12,276867000,Tiger Global
Hinton Inc,2016-01-12,87632000,Sequoia
Bennett-Carroll,2016-01-12,190680000,Andreessen Horowitz
Griffin and Sons,2016-01-12,1353377000,SoftBank
"Hodges, Mcdaniel and Cole",2016-01-12,548309000,Sequoia
Bailey and Sons,2016-01-12,167289000,Accel
Stewart Ltd,2016-01-12,1205613000,Sequoia
Barnett PLC,2016-01-12,546980000,Y Combinator
"Lawson, Macias and Underwood",2016-01-11,464902000,Index Ventures
Martin Group,2016-01-11,891450000,Andreessen Horowitz
Burton Group,2016-01-11,375854000,Index Ventures
"Harrison, Moore and Krueger",2016-01-11,2084129000,Sequoia
Thomas Ltd,2016-01-11,5805581000,Accel
"Mcdonald, Baker and Dominguez",2016-01-11,403406000,Andreessen Horowitz
Sampson-Alexander,2016-01-11,592985000,Y Combinator
"Watson, Manning and Gray",2016-01-11,1016824000,Index Ventures
"Hutchinson, Anderson and Miles",2016-01-11,1619890000,Sequoia
Fitzgerald and Sons,2016-01-10,279743000,Accel
"Soto, Lynch and Grant",2016-01-10,57980000,Andreessen Horowitz
Kirk-Fitzgerald,2016-01-10,1023524000,Y Combinator
"Powers, Johnson and Scott",2016-01-10,2228331000,Y Combinator
Lloyd-Lopez,2016-01-10,4950478000,Y Combinator
"Robbins, Garner and Morris",2016-01-10,1784908000,Index Ventures
"Callahan, Morales and Sanders",2016-01-10,119438000,Index Ventures
"Hill, Edwards and Martinez",2016-01-10,471815000,SoftBank
"George, Cline and Garcia",2016-01-10,298402000,Accel
"Peterson, Long and Preston",2016-01-09,1637316000,Andreessen Horowitz
Key-Webb,2016-01-09,324666000,SoftBank
